PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
5904684,PSAL,20160228,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904685,PSAL,20170108,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904686,PSAL,20160224,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904688,PSAL,20160305,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904689,PSAL,20160325,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904690,PSAL,20160327,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904692,PSAL,20160402,20170801,3,sensor problem,AO
5904692,PSAL,20170801,,4,sensor failure,AO
5904701,PSAL,20160811,,3,sensor drift,AO
5904702,PSAL,20180217,,4,salinity drift,AO
5904707,PSAL,20210912,,3,Slight Drift,AO
5904708,PSAL,20170224,,4,sensor drift,AO
5904711,PSAL,20180602,,4,salinity drift,AO
5904712,PSAL,20170316,,4,sensor problem,AO
5904713,PSAL,20180116,,4,salinity drift,AO
5904715,PSAL,20180718,,4,sensor problem,AO
5904717,PSAL,20180104,,3,salinity sensor drift,AO
5904718,PSAL,20180606,,3,salinity sensor drift,AO
5904719,PSAL,20170917,,4,salinity drift,AO
5904736,PSAL,20200615,,4,sensor problem,AO
5904738,PSAL,20191229,,3,Saltier surrounding profiles,AO
5904739,PSAL,20190326,,3,N/A,AO
5904740,PSAL,20200525,,4,sensor problem,AO
5904741,PSAL,20191212,,4,strong salty drifter,AO
5904746,PSAL,20160428,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904747,PSAL,20160428,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904748,PSAL,20150909,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904749,PSAL,20160529,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904750,PSAL,20170623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904751,PSAL,20150622,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904752,PSAL,20150622,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904753,PSAL,20150623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904754,PSAL,20150623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904755,PSAL,20150623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904756,PSAL,20150622,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904757,PSAL,20150707,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904758,PSAL,20150708,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904759,PSAL,20150708,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904763,PSAL,20190517,,3,sensor drift,AO
5904769,PSAL,20160531,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904770,PSAL,20160529,,3,sensor drift,AO
5904771,PSAL,20160521,20220308,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904771,PSAL,20220308,,4,bad & unadjustable,AO
5904772,PSAL,20160519,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904773,PSAL,20180304,,4,salinity sensor drift,AO
5904774,PSAL,20160528,20190221,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904774,PSAL,20190221,,4,severe sensor drift,AO
5904777,PSAL,20160903,,3,salinity drift,AO
5904778,PSAL,20210624,,4,likely cndc cell failure,AO
5904780,PSAL,20180829,,4,sensor problem,AO
5904781,PSAL,20200509,,4,sensor malfunction,AO
5904782,PSAL,20220906,,4,bad & unadjustable,AO
5904785,PSAL,20190214,,4,sensor malfunction,AO
5904787,PSAL,20170118,20220108,3,sensor problem,AO
5904787,PSAL,20220109,,4,apparent sensor failure,AO
5904790,PSAL,20210418,20210508,3,PSAL approaching limit of adjustment,AO
5904790,PSAL,20210508,,4,PSAL approaching limit of adjustment,AO
5904792,PSAL,20160926,20220511,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904792,PSAL,20220512,,4,threshold of acceptable adjustment exceeded,AO
5904793,PSAL,20160925,20190527,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904793,PSAL,20190527,,4,sensor sensor drift,AO
5904794,PSAL,20161002,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904795,PSAL,20160930,20201014,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904795,PSAL,20201014,,4,Exceeded adjustable limits,AO
5904796,PSAL,20170607,,4,sensor drift,AO
5904797,PSAL,20160927,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904798,PSAL,20160927,20210530,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904798,PSAL,20210530,,4,exceeds limit of adjustability,AO
5904799,PSAL,20160923,20191003,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904799,PSAL,20191003,,4,exceeded adjustable limits,AO
5904807,PSAL,20230511,,4,PSAL has exceeded acceptable limits of adjustmen,AO
5904810,PSAL,20210714,,4,cndc cell failure,AO
5904812,PSAL,20210405,,4,unadjustable,AO
5904812,PSAL,20210415,,4,apparent sensor malfunction,AO
5904813,PSAL,20230108,,4,apparent and abrupt conductivity cell failure,AO
5904814,PSAL,20211208,,4,exceeds the limit of adjustablity,AO
5904816,PSAL,20220611,,4,bad & unadjustable,AO
5904818,PSAL,20180602,,4,sensor problem,AO
5904823,PSAL,20190129,20190428,3,salinity drift,AO
5904823,PSAL,20190428,,4,sensor malfunction,AO
5904825,PSAL,20220511,20220818,4,bad & unadjustable,AO
5904825,PSAL,20220818,,3,Slight drift ?,AO
5904826,PSAL,20190405,20190604,3,salinity drift,AO
5904826,PSAL,20190604,,4,sensor failure,AO
5904828,PSAL,20200804,,4,sensor malfunction,AO
5904830,PSAL,20180208,,4,sensor problem,AO
5904831,PSAL,20190413,20190622,3,salinity drift,AO
5904831,PSAL,20190622,,4,sensor failure,AO
5904832,PSAL,20210518,,4,exceeds limit of adjustability,AO
5904833,PSAL,20211006,,4,conductivity cell failure,AO
5904835,PSAL,20200504,,4,sudden and extreme drift,AO
5904842,PSAL,20170115,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904843,PSAL,20170106,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904846,PSAL,20210926,,4,apparent sensor malfunction,AO
5904861,PSAL,20210424,,3,sensor drift,AO
5904862,PSAL,20180529,,4,sensor problem,AO
5904863,PSAL,20200712,,3,sensor drift,AO
5904864,PSAL,20210919,,3,Slight drift,AO
5904867,PSAL,20221017,,3,Slight drift,AO
5904868,PSAL,20180910,,4,salinity drift,AO
5904943,PSAL,20181022,,4,salinity drift,AO
5904948,PSAL,20181103,,3,Jump; drift ?,AO
5904950,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904951,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904952,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904953,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904954,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904974,PSAL,20210604,,3,Slight drift,AO
5904987,PSAL,20230108,,3,Incorrect profile compared to the entire time series,AO
5905066,PSAL,20190929,,4,sensor malfunction,AO
5905068,PSAL,20180414,,4,salinity drift,AO
5905077,PSAL,20190613,,4,sensor drift,AO
5905082,PSAL,20170303,20180527,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905082,PSAL,20180527,,4,request by D-mode operator,AO
5905083,PSAL,20170304,20210227,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905083,PSAL,20210227,,4,PSAL had exceeded adjustable limits,AO
5905084,PSAL,20170304,20180528,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905084,PSAL,20180528,,4,request by D-mode operator,AO
5905085,PSAL,20170304,20180717,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905085,PSAL,20180717,,4,request by D-mode operator,AO
5905086,PSAL,20170305,20180224,3,sensor drift,AO
5905086,PSAL,20180224,,4,request by D-mode operator,AO
5905087,PSAL,20170305,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905088,PSAL,20170305,20180419,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905088,PSAL,20180419,,4,request by D-mode operator,AO
5905089,PSAL,20170305,20171220,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905089,PSAL,20171220,,4,request by D-mode operator,AO
5905090,PSAL,20170305,20181125,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905090,PSAL,20181125,,4,request by D-mode operator,AO
5905096,PSAL,20200609,,3,potential abrupt salty drift,AO
5905098,PSAL,20190706,,4,abrupt salty drift,AO
5905106,PSAL,20201214,,4,sensor failure,AO
5905108,PSAL,20181111,,4,salinity drift,AO
5905109,PSAL,20170910,20220803,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905109,PSAL,20220803,,4,PSAL adjustment has exceeded acceptable threshold,AO
5905114,PSAL,20220517,,3,unadjustable,AO
5905115,PSAL,20190915,20190925,3,salinity drift,AO
5905115,PSAL,20190925,,4,sudden and extreme drift,AO
5905116,PSAL,20210301,,4,sensor failure,AO
5905126,PSAL,20170922,20190414,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905126,PSAL,20190414,,4,salinity drift,AO
5905149,PSAL,20171013,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905150,PSAL,20200923,,4,sensor problem,AO
5905151,PSAL,20171125,,4,sensor drift,AO
5905156,PSAL,20210320,,4,PSAL had exceeded adjustable limits,AO
5905162,PSAL,20230615,,4,sensor failure,AO
5905236,PSAL,20230515,,4,sensor contamination,AO
5905242,PSAL,20230101,,4,sensor problems,AO
5905244,PSAL,20221220,,4,sensor failure,AO
5905245,PSAL,20200320,,4,sensor failure,AO
5905246,PSAL,20210225,,4,sensor failure,AO
5905247,PSAL,20190830,,4,sensor problem,AO
5905254,PRES,20201218,,4,presumed sensor problem,AO
5905254,PSAL,20201218,,4,presumed sensor problem,AO
5905254,TEMP,20201218,,4,presumed sensor problem,AO
5905255,PRES,20180204,,4,sensor problem,AO
5905255,PSAL,20180204,,4,sensor problem,AO
5905255,TEMP,20180204,,4,sensor problem,AO
5905258,PSAL,20220901,,4,sensor problem,AO
5905260,PSAL,20211125,,4,sensor failure,AO
5905273,PSAL,20211101,,4,sensor problems,AO
5905273,TEMP,20221115,,4,sensor problems,AO
5905288,PSAL,20191129,,4,sensor problem,AO
5905306,PSAL,20171027,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905307,PSAL,20171027,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905317,PSAL,20210527,,4,conductivity cell failure,AO
5905320,PSAL,20191119,,4,sensor failure,AO
5905320,TEMP,20191119,,4,sensor failure,AO
5905324,PSAL,20200204,,4,bad & unadjustable PSAL,AO
5905347,PSAL,20211224,,4,CNDC cell failure,AO
5905351,PSAL,20230130,,3,Slight drift,AO
5905352,PSAL,20171003,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905353,PSAL,20171030,20190413,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905353,PSAL,20190413,,4,salinity drift,AO
5905354,PSAL,20180908,,4,sensor problem,AO
5905356,PSAL,20171211,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905357,PSAL,20190416,,4,salinity drift,AO
5905362,PSAL,20200429,20220419,4,apparent sensor failure,AO
5905362,PSAL,20220419,,4,unadjustable,AO
5905365,PSAL,20210205,,4,sensor malfunction,AO
5905379,PSAL,20190601,,4,sensor drift,AO
5905667,PSAL,20220820,,3,Slight drift,AO
5905669,PSAL,20201118,,4,strong salty drifter,AO
5905674,PSAL,20210109,,4,strong salty drifter,AO
5905676,PSAL,20200302,,4,sensor problem,AO
5905682,PSAL,20200315,,4,sensor problem,AO
5905683,PSAL,20200710,,4,sensor problem,AO
5905684,PSAL,20200526,,4,sensor problem,AO
5905687,PSAL,20210401,,4,sensor failure,AO
5905688,PSAL,20200501,,4,sensor problem,AO
5905689,PSAL,20210301,,4,sensor problem; AO,AO
5905691,PSAL,20191210,,4,sensor problem,AO
5905693,PSAL,20220310,,4,sensor problem,AO
5905696,PSAL,20191101,,4,sensor problems,AO
5905697,PSAL,20200610,,4,sensor problem,AO
5905698,PSAL,20201101,,4,sensor problems,AO
5905699,PSAL,20211015,,4,sensor failure,AO
5905700,PSAL,20200101,,4,sensor problem,AO
5905701,PSAL,20220501,,4,sensor failure;AO,AO
5905702,PSAL,20210420,,4,sensor failure,AO
5905703,PSAL,20200301,,4,sensor problem,AO
5905707,PSAL,20210131,,4,sensor problem,AO
5905708,PSAL,20221101,,2,anomalous salty offset,AO
5905710,PRES,20190130,,3,sensor issue,AO
5905710,PSAL,20190130,,3,sensor issue,AO
5905710,TEMP,20190130,,3,sensor issue,AO
5905711,PSAL,20211201,,4,sensor failure,AO
5905715,PSAL,20221020,,4,sensor contamination,AO
5905720,PSAL,20190803,,4,sensor failure,AO
5905721,PSAL,20200527,,4,sensor problem,AO
5905724,PSAL,20230325,,4,sensor failure,AO
5905727,PSAL,20220113,,3,Bad profiles,AO
5905730,PSAL,20191210,,3,N/A,AO
5905732,PSAL,20190511,,4,salty drifter,AO
5905733,PSAL,20210217,,3,Slight drift is starting,AO
5905736,PSAL,20190503,,4,sensor problem,AO
5905742,PSAL,20220914,,3,Drift ? Small jump ?,AO
5905743,PSAL,20191007,,3,sensor problem,AO
5905744,PSAL,20190401,,4,sensor problem,AO
5905748,PSAL,20210331,,4,strong fresh drifter,AO
5905757,PSAL,20191001,,4,sensor problem,AO
5905758,PSAL,20210818,,4,sensor problem,AO
5905763,PSAL,20221001,,4,sensor failure,AO
5905765,PSAL,20230201,,4,sensor failure,AO
5905767,PSAL,20210101,,4,sensor failure,AO
5905768,PSAL,20210501,,4,sensor failure,AO
5905770,PSAL,20211115,,4,sensor problems,AO
5905772,PSAL,20220101,,4,sensor failure,AO
5905778,PSAL,20210901,,4,sensor failure,AO
5905779,PSAL,20220701,,4,sensor problems,AO
5905780,PSAL,20210923,,4,sensor failure,AO
5905786,PSAL,20201001,,4,sensor problem,AO
5905787,PSAL,20220501,,4,sensor failure,AO
5905788,PSAL,20201210,,4,sensor failure,AO
5905789,PSAL,20221101,,4,sensor failure,AO
5905790,PSAL,20200109,,4,sensor problem,AO
5905791,PSAL,20210301,,4,sensor problem,AO
5905792,PSAL,20210701,,4,sensor problem,AO
5905793,PSAL,20221010,,4,sensor problem,AO
5905794,PSAL,20210625,,4,sensor failure,AO
5905796,PSAL,20210418,,4,sensor failure,AO
5905967,PSAL,20200801,,4,unadjustable,AO
5905975,PSAL,20201123,,4,sensor malfunction,AO
5905984,PSAL,20190610,,4,sensor drift,AO
5905988,PSAL,20210624,,3,Drift - float seems come back in the table,AO
5906012,PSAL,20210916,,4,conductivity cell failure,AO
5906014,PSAL,20221215,,4,sensor problem,AO
5906016,PSAL,20211221,,4,limit of adjustability exceeded,AO
5906036,PSAL,20190915,20220610,4,sensor problem,AO
5906036,PSAL,20220610,,4,other salinity issue,AO
5906051,PSAL,20191219,20210321,4,sensor malfunction,AO
5906051,PSAL,20210322,,4,exceeded adjustable limit,AO
5906051,TEMP,20210322,,4,exceeded adjustable limit,AO
5906095,PSAL,20200425,,3,sensor problem,AO
5906096,PSAL,20220723,,3,Drift,AO
5906098,PSAL,20200215,,3,Very fresh first cycles,AO
5906101,PSAL,20221205,,3,Drift,AO
5906104,PSAL,20200610,,4,sensor problem,AO
5906109,PSAL,20200326,,4,sensor problem,AO
5906109,TEMP,20200326,,4,sensor problem,AO
5906115,PSAL,20221201,20221217,4,sensor failure,AO
5906115,PSAL,20221218,,4,bad salinity,AO
5906155,PSAL,20230123,,3,Jump with drift ? ASD ?,AO
5906157,PSAL,20210505,,3,Slight drift,AO
5906159,PSAL,20200428,,3,salty drift,AO
5906170,PSAL,20201230,,3,sensor problem,AO
5906174,PSAL,20200330,,3,Bias of salinity for 2 first cycles,AO
5906188,PSAL,20220131,,3,Beginning of slight drift ?,AO
5906200,PSAL,20191219,,3,possible sensor malfunction,AO
5906203,PSAL,20230301,,4,possible conductivity cell failure,AO
5906204,PSAL,20220131,,4,Conductivity cell failure,AO
5906217,PSAL,20201101,,4,sensor failure,AO
5906223,PSAL,20201204,,4,presumed sensor failure,AO
5906232,PSAL,20220322,,4,PSAL error exceeds threshhold of adjustment,AO
5906237,PSAL,20220321,,3,apparent fresh drift; could indicate start of sensor failure,AO
5906252,PSAL,20200922,,4,sensor malfunction,AO
5906257,PSAL,20220406,,4,unadjustable,AO
5906257,PSAL,20220416,,4,apparent sensor failure,AO
5906274,PSAL,20211130,,4,apparent conductivity cell failure,AO
5906298,PSAL,20200815,20221020,3,global pilot of RBR CTD,AO
5906298,PSAL,20221021,,4,apparent conductivity cell failure,AO
5906299,PSAL,20201121,,4,global pilot of RBR CTD and salinity sensor failure,AO
5906325,PRES,20211209,,4,complete sensor failure,AO
5906325,PSAL,20211209,20211209,4,sensor failure,AO
5906325,PSAL,20211209,,4,complete sensor failure,AO
5906325,TEMP,20211209,20211209,4,sensor failure,AO
5906325,TEMP,20211209,,4,complete sensor failure,AO
5906383,PRES,20220605,,4,sensor failure; AO,AO
5906383,PSAL,20201110,20220605,3,global pilot of RBR CTD,AO
5906383,PSAL,20220605,,4,sensor failure; AO,AO
5906383,TEMP,20220605,,4,sensor failure; AO,AO
5906394,PSAL,20230625,,3,sensor contamination,AO
5906418,PRES,20210801,,4,sensor failure,AO
5906418,PSAL,20210801,,4,sensor failure,AO
5906418,TEMP,20210801,,4,sensor failure,AO
5906425,PSAL,20220901,,4,sensor problem,AO
5906431,PSAL,20210913,,4,sensor failure,AO
5906431,TEMP,20210913,,4,sensor failure,AO
5906457,PSAL,20210915,,3,global pilot of RBR CTD,AO
5906459,PSAL,20221113,,4,apparent conductivity cell failure,AO
5906527,PSAL,20230605,,3,large PSAL drift that is approaching threshold of adjustment,AO
5906578,PSAL,20200408,,4,float leak causing sensor malfunctions,AO
5906703,PSAL,20220616,,3,CTD going through sensor drift,AO
5906730,PSAL,20221201,,4,sensor failure;AO,AO
5906739,PSAL,20210926,,3,global pilot of RBR CTD,AO
5906776,PSAL,20230401,,4,float failure;AO,AO
5906776,TEMP,20230401,,4,float failure;AO,AO
5906897,PSAL,20230101,,4,sensor failure; uncorrectable data,AO
5906897,TEMP,20230101,,4,sensor failure; uncorrectable data,AO
6900320,PSAL,20151202,,4,sensor drift,AO
6900322,PSAL,20140427,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900373,PSAL,20140714,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900374,PSAL,20141017,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900375,PSAL,20141013,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900379,PSAL,20150426,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900380,PSAL,20150805,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900381,PSAL,20150807,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900382,PSAL,20170531,,4,salinity drift,AO
6900415,PSAL,20150929,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900416,PSAL,20151029,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900417,PSAL,20151024,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900418,PSAL,20151025,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900425,PSAL,20160417,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
7900207,PSAL,20160915,,3,sensor failure,AO
7900211,PSAL,20190105,,4,sensor problem,AO
7900213,PSAL,20220412,,3,Drift,AO
7900215,PSAL,20161209,,4,sensor problem,AO
7900215,TEMP,20161209,,4,sensor problem,AO
7900304,PSAL,20220201,,4,sensor failure,AO
7900666,PSAL,20150523,20190915,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
7900666,PSAL,20190915,,4,sensor problem,AO
7900680,PSAL,20220501,,4,sensor problems,AO
7900688,PSAL,20220701,,4,sensor problems,AO
7900793,PSAL,20210410,,4,sensor failure,AO
7900797,PRES,20210115,,4,sensor problem,AO
7900797,PSAL,20210115,,4,sensor problem,AO
7900797,TEMP,20210115,,4,sensor problem,AO
1900094,PSAL,20020328,,3,DM bias in salinity,BO
1900281,PRES,20050625,,4,sensor problem,BO
1900281,PSAL,20050625,,4,sensor problem,BO
1900281,TEMP,20050625,,4,sensor problem,BO
1900938,PSAL,20110705,,4,sensor failure,BO
1901060,PSAL,20130913,,3,Suspected biofouling drift,BO
1901070,PRES,20100429,,4,sensor problem,BO
1901070,PSAL,20100429,,4,sensor problem,BO
1901070,TEMP,20100429,,4,sensor problem,BO
1901071,PRES,20120826,,3,sensor problem - Druck microleak,BO
1901071,PSAL,20120826,,3,sensor problem - Druck microleak,BO
1901071,TEMP,20120826,,3,sensor problem - Druck microleak,BO
1901220,PRES,20100924,,4,sensor problem - Druck microleak,BO
1901220,PSAL,20100924,,4,sensor problem - Druck microleak,BO
1901220,TEMP,20100924,,4,sensor problem - Druck microleak,BO
1901223,PRES,20110809,,4,pressure sensor failure,BO
1901223,PSAL,20110809,,4,pressure sensor failure,BO
1901223,TEMP,20110809,,4,pressure sensor failure,BO
1901228,PSAL,20101025,,4,sensor problem,BO
1901230,PRES,20090712,,4,sensor problem - Druck microleak,BO
1901230,PSAL,20090712,,4,sensor problem - Druck microleak,BO
1901230,TEMP,20090712,,4,sensor problem - Druck microleak,BO
1901235,PRES,20110926,,4,sensor problem-druck microleak,BO
1901235,PSAL,20110926,,4,sensor problem-druck microleak,BO
1901235,TEMP,20110926,,4,sensor problem-druck microleak,BO
1901236,PRES,20100725,,4,sensor problem - druck microleak,BO
1901236,PSAL,20100725,,4,sensor problem - druck microleak,BO
1901236,TEMP,20100725,,4,sensor problem - druck microleak,BO
1901241,PRES,20110224,,4,sensor problem - druck microleak,BO
1901241,PSAL,20110224,,4,sensor problem - druck microleak,BO
1901241,TEMP,20110224,,4,sensor problem - druck microleak,BO
1901243,PSAL,20090606,,3,Severe PSAL drift to be revisited in DMQC,BO
1901243,TEMP,20110926,,3,Temp drift to be revisited in DMQC,BO
1901250,PSAL,20141119,,3,salinity drift,BO
1901251,PSAL,20100414,,4,Salinity sensor problem,BO
1901277,PSAL,20130306,,3,Salinity sensor drift to be revisited during DMQC,BO
1901294,PSAL,20160312,,3,Severe PSAL drift to be revisited in DMQC,BO
1901847,PSAL,20190427,,3,salty drift detected,BO
1901850,PSAL,20150627,,4,conductivity sensor failure,BO
1901851,PSAL,20151009,20160621,3,Severe PSAL sensor issue which self-resolved,BO
1901860,PSAL,20180504,,3,salty drift suspected,BO
1901863,PSAL,20190617,,3,salty drift suspected,BO
1901866,PSAL,20190529,,4,sensor issue,BO
1901867,PSAL,20210308,,3,salty drift detected,BO
1901875,PSAL,20210116,,3,salty drift detected,BO
1901877,PSAL,20210213,,3,salty drift detected,BO
1901879,PSAL,20210220,,3,salty drift detected,BO
1901880,PSAL,20210217,,3,salty drift detected,BO
1901894,PSAL,20190502,,3,salty drift detected,BO
1901896,PSAL,20200220,,3,salty drift detected,BO
1901901,PSAL,20190327,,4,symptoms of conductivity sensor failure,BO
1901909,PSAL,20200601,,3,salty drift suspected,BO
1901912,PSAL,20190513,,4,Likely drift in salinity sensor,BO
1901912,PSAL,20210304,,3,fresh offset detected,BO
1901914,PSAL,20191010,,3,Potential offset identified requiring review in delayed-mode,BO
1901914,PSAL,20210303,,4,fresh offset detected,BO
1901925,PSAL,20220820,,4,salty drift detected,BO
1901941,PSAL,20220701,,3,uncorrected RBR float,BO
1902098,PSAL,20230305,,3,Uncorrected RBR CTD,BO
2901097,PRES,20101224,,4,Fished up then beached,BO
2901097,PSAL,20101224,,4,Fished up then beached,BO
2901097,TEMP,20101224,,4,Fished up then beached,BO
2901905,PSAL,20210914,,3,Suspected drift in PSAL,BO
3901496,BBP532,20160826,20160827,4,noisy profile,BO
3901496,BBP532,20181001,,4,drift,BO
3901496,BBP700,20141027,20141028,4,saturation/(QC_table_MC.JUL18),BO
3901496,BBP700,20160826,20160827,4,noisy profile,BO
3901496,DOXY,20161201,20190101,4,bad sensor,BO
3901496,DOXY,20170708,,4,sensor_issue_metbio007d,BO
3901496,DOXY,20191125,,4,drift,BO
3901497,BBP532,20161103,20161104,4,spike profile,BO
3901497,BBP532,20180801,,4,drift,BO
3901497,BBP700,20141026,20141027,4,spike profile,BO
3901497,BBP700,20150121,20150122,4,spike profile,BO
3901497,BBP700,20161103,20161104,4,spike profile,BO
3901497,BBP700,20180801,,4,drift,BO
3901497,CHLA,20141026,20141027,4,spike profile,BO
3901497,CHLA,20180801,,4,drift,BO
3901497,DOXY,20180501,,4,drift,BO
3901497,DOXY,20180613,,4,sensor_issue_metbio009d,BO
3901498,BBP532,20171206,20171207,4,background higher than usual,BO
3901498,BBP532,20180226,20180227,4,spike profile/(QC_table_MC.JUL18),BO
3901498,BBP532,20180805,20180806,4,spike profile/(QC_table_MC.JUL18),BO
3901498,BBP700,20160209,20160210,4,spike profile/(QC_table_MC.JUL18),BO
3901498,BBP700,20171102,20171106,4,noisy profile,BO
3901498,BBP700,20180126,20180127,4,noisy profile,BO
3901498,BBP700,20180127,20180128,4,noisy profile,BO
3901498,CHLA,20180226,20180227,4,spike profile,BO
3901498,DOXY,20150819,20150820,4,anomaly -/(QC_table_MC.JUL18),BO
3901498,DOXY,20170218,20170219,4,anomaly -/(QC_table_MC.JUL18),BO
3901499,PSAL,20141118,,3,Severe PSAL drift to be revisited in DMQC,BO
3901499,TEMP,20141118,,3,Severe TEMP drift identified by Altimetry QC to be revisited in DMQC,BO
3901501,PSAL,20141022,,3,salinity offset,BO
3901511,PSAL,20160915,,3,Possible drift in salinity compared to Altimetry,BO
3901516,PSAL,20210305,,3,salty drift detected,BO
3901520,PSAL,20151023,,3,Bias suggested by Altimetry QC report,BO
3901521,PSAL,20210307,,3,salty drift detected,BO
3901531,BBP532,20180701,,4,drift,BO
3901531,BBP700,20180204,20180205,4,spike profile,BO
3901531,BBP700,20180719,20180927,4,bad sensor,BO
3901548,PSAL,20190113,,4,symptoms of conductivity sensor failure,BO
3901548,TEMP,20200212,,4,Temperature sensor failure,BO
3901879,PSAL,20100121,,3,salinity drift detected,BO
3901879,PSAL,20200205,,3,Salty drift detected,BO
3901880,PSAL,20180527,,3,Severe PSAL drift to be revisited in DMQC,BO
3901880,PSAL,20200118,,4,salinity drift detected,BO
3901881,PSAL,20200130,,3,suspected drift,BO
3901882,PSAL,20200122,,3,drift detected,BO
3901883,PSAL,20190219,,3,probable sensor drift,BO
3901883,PSAL,20200126,,4,sensor problem,BO
3901884,PSAL,20190317,,4,symptoms of conductivity sensor failure,BO
