WMO;COUNTRY;LAUNCH_DATE;PROGRAM
5900020_001;China;2002/10/21;Argo CHINA
2900314;Japan;2001/10/12;Argo JAMSTEC
5900086;United States;2001/07/23;Argo SIO
5900020;United States;2000/10/18;Argo SIO
2900043;Japan;2001/02/15;Argo JAMSTEC
2900042;Japan;2001/02/15;Argo JAMSTEC
2900045;Japan;2001/02/16;Argo JAMSTEC
2900044;Japan;2001/02/16;Argo JAMSTEC
2900047;Japan;2001/02/16;Argo JAMSTEC
2900046;Japan;2001/02/16;Argo JAMSTEC
2900056;Japan;2001/06/14;Argo JAMSTEC
2900049;Japan;2001/02/16;Argo JAMSTEC
2900048;Japan;2001/02/16;Argo JAMSTEC
2900050;Japan;2001/02/16;Argo JAMSTEC
2900051;Japan;2001/02/17;Argo JAMSTEC
2900052;Japan;2001/02/17;Argo JAMSTEC
2900053;Japan;2001/02/17;Argo JAMSTEC
2900057;Japan;2001/06/17;Argo JAMSTEC
5900143;Japan;2001/10/23;Argo JAMSTEC
2900054;Japan;2001/02/17;Argo JAMSTEC
4900115;Canada;2001/06/15;Argo CANADA
6900080;United Kingdom;2001/05/20;Argo UK
6900081;United Kingdom;2001/05/10;Argo UK
6900079;United Kingdom;2001/05/06;Argo UK
5900099;United States;2001/07/15;Argo SIO
5900097;United States;2001/07/09;Argo SIO
5900096;United States;2001/07/13;Argo SIO
5900095;United States;2001/07/11;Argo SIO
5900094;United States;2001/07/19;Argo SIO
5900093;United States;2001/07/18;Argo SIO
5900092;United States;2001/07/17;Argo SIO
2900168;United Kingdom;2001/10/29;Argo UK
2900167;United Kingdom;2001/10/31;Argo UK
2900166;United Kingdom;2001/11/02;Argo UK
2900165;United Kingdom;2001/11/03;Argo UK
2900164;United Kingdom;2001/11/01;Argo UK
2900163;United Kingdom;2001/12/09;Argo UK
2900162;United Kingdom;2001/12/09;Argo UK
2900161;United Kingdom;2001/12/08;Argo UK
2900160;United Kingdom;2001/12/08;Argo UK
2900159;United Kingdom;2001/12/08;Argo UK
6900196;United Kingdom;2001/10/30;Argo UK
6900195;United Kingdom;2001/10/29;Argo UK
1900087;United Kingdom;2001/07/13;Argo UK
1900086;United Kingdom;2001/07/15;Argo UK
1900085;United Kingdom;2001/07/16;Argo UK
1900084;United Kingdom;2001/08/15;Argo UK
1900083;United Kingdom;2001/08/16;Argo UK
5900144;Japan;2001/10/24;Argo JAMSTEC
1900065;European Union;2002/03/06;Gyroscope
1900064;European Union;2002/03/05;Gyroscope
6900045;European Union;2001/07/25;Gyroscope
6900046;European Union;2001/07/25;Gyroscope
2900192;Japan;2002/07/11;Argo JAMSTEC
2900191;Japan;2002/01/27;Argo JAMSTEC
2900190;Japan;2002/01/09;Argo JAMSTEC
2900317;Japan;2002/03/28;Argo JAMSTEC
5900153;Japan;2001/12/06;Argo JAMSTEC
5900152;Japan;2002/01/09;Argo JAMSTEC
5900151;Japan;2001/12/04;Argo JAMSTEC
5900150;Japan;2001/12/05;Argo JAMSTEC
5900450;Japan;2001/12/02;Argo JAMSTEC
5900147;Japan;2001/10/26;Argo JAMSTEC
5900146;Japan;2001/10/24;Argo JAMSTEC
5900145;Japan;2001/10/24;Argo JAMSTEC
5900449;Japan;2001/12/02;Argo JAMSTEC
5900310;Japan;2003/02/06;Argo JAMSTEC
4900059;United States;2001/03/23;Argo SIO
5900025;United States;2000/10/19;Argo SIO
5900022;United States;2000/10/17;Argo SIO
5900130;United States;2002/02/11;Argo SIO
3900049;United States;2001/02/26;Argo SIO
5900084;United States;2001/07/06;Argo SIO
4900062;United States;2001/04/26;Argo SIO
6900030;France;2000/04/25;Coriolis
6900005;France;1999/09/27;Argo eq. POMME
6900003;France;1999/09/28;Argo eq. POMME
6900004;France;1999/10/01;Argo eq. POMME
6900001;France;1999/10/02;Argo eq. POMME
6900000;France;1999/10/01;Argo eq. POMME
1500854;United States;1997/08/05;Argo eq. AOML
3900007;United States;2000/01/15;Argo eq. AOML
1500855;United States;2000/01/14;Argo eq. AOML
3900008;United States;2000/01/15;Argo eq. AOML
1500853;United States;1997/08/05;Argo eq. AOML
3100859;United States;1997/07/31;Argo eq. AOML
1300859;United States;1997/07/20;Argo eq. AOML
1500851;United States;1997/08/09;Argo eq. AOML
1500852;United States;1997/08/08;Argo eq. AOML
4900147;United States;2001/05/28;Argo WHOI
4900148;United States;2001/05/26;Argo WHOI
4900149;United States;2001/05/28;Argo WHOI
4900150;United States;2001/05/27;Argo WHOI
4900151;United States;2001/05/27;Argo WHOI
5900018;United States;2000/06/06;Argo SIO
3900055;United States;2001/04/24;Argo SIO
5900203;United States;2002/10/12;Argo SIO
5900049;United States;2000/12/04;Argo SIO
2900084;United States;2002/04/11;Argo eq. NAVOCEANO
6900090;United States;2002/01/10;Argo eq. NAVOCEANO
6900092;United States;2002/01/10;Argo eq. NAVOCEANO
6900093;United States;2002/01/10;Argo eq. NAVOCEANO
6900094;United States;2002/01/10;Argo eq. NAVOCEANO
6900095;United States;2002/01/10;Argo eq. NAVOCEANO
5900016;United States;2000/07/04;Argo SIO
1300857;United States;1997/07/07;Argo eq. AOML
1500819;United States;1997/02/03;Argo eq. AOML
1500820;United States;1997/08/04;Argo eq. AOML
3100857;United States;1997/08/01;Argo eq. AOML
3100858;United States;1997/07/24;Argo eq. AOML
6900031;France;2000/04/26;Coriolis
3900041;United States;2000/12/15;Argo UW
3900042;United States;2000/12/17;Argo UW
1900018;United States;2000/12/14;Argo UW
1900021;United States;2000/12/19;Argo UW
3900043;United States;2000/12/13;Argo UW
3900044;United States;2001/04/10;Argo UW
3900045;United States;2000/12/16;Argo UW
3900046;United States;2000/12/15;Argo UW
1900019;United States;2000/12/18;Argo UW
1900020;United States;2000/12/19;Argo UW
4100952;United States;2000/12/12;Argo UW
3900039;United States;2000/12/17;Argo UW
3900033;United States;2000/10/29;Argo UW
3900032;United States;2000/10/21;Argo UW
3900035;United States;2000/11/03;Argo UW
4100951;United States;2000/08/29;Argo UW
4100953;United States;2000/12/12;Argo UW
3900037;United States;2000/12/14;Argo UW
3900038;United States;2000/12/16;Argo UW
3900029;United States;2000/07/02;Argo UW
3900030;United States;2000/07/03;Argo UW
3900031;United States;2000/07/04;Argo UW
5900019;United States;2000/07/05;Argo UW
3900034;United States;2000/11/01;Argo UW
3900009;United States;2000/01/13;Argo eq. AOML
3900010;United States;2000/01/18;Argo eq. AOML
3900011;United States;2000/01/20;Argo eq. AOML
3900012;United States;2000/01/14;Argo eq. AOML
3900013;United States;2000/01/19;Argo eq. AOML
3900014;United States;2000/01/20;Argo eq. AOML
3900015;United States;2000/01/19;Argo eq. AOML
3900016;United States;2000/01/19;Argo eq. AOML
3900017;United States;2000/01/16;Argo eq. AOML
3900018;United States;2000/01/18;Argo eq. AOML
4900113;Canada;2001/06/24;Argo CANADA
4900112;Canada;2001/06/25;Argo CANADA
4900111;Canada;2001/06/03;Argo CANADA
4900110;Canada;2001/06/01;Argo CANADA
4900109;Canada;2001/06/15;Argo CANADA
4900108;Canada;2001/06/22;Argo CANADA
4900107;Canada;2001/06/23;Argo CANADA
4900106;Canada;2001/06/08;Argo CANADA
4900105;Canada;2001/06/04;Argo CANADA
4900104;Canada;2001/06/21;Argo CANADA
4900103;Canada;2001/06/20;Argo CANADA
4900102;Canada;2001/06/15;Argo CANADA
4900085;Canada;2001/06/12;Argo CANADA
4900084;Canada;2001/06/09;Argo CANADA
4900083;Canada;2001/06/19;Argo CANADA
4900082;Canada;2001/06/16;Argo CANADA
6900044;France;2001/04/21;Argo eq. POMME
5900076;United States;2001/06/22;Argo SIO
3900054;United States;2001/04/21;Argo SIO
3900052;United States;2001/03/21;Argo SIO
4900061;United States;2001/04/25;Argo SIO
4900064;United Kingdom;2001/01/15;Argo UK
5900087;United States;2001/07/09;Argo SIO
5900088;United States;2001/07/10;Argo SIO
5900089;United States;2001/07/07;Argo SIO
5900070;United States;2001/06/07;Argo SIO
3900040;United States;2001/02/25;Argo UW
5900021;United States;2000/11/02;Argo SIO
3900047;United States;2000/10/22;Argo SIO
5900068;United States;2001/06/09;Argo SIO
6900607;United Kingdom;2007/08/16;Argo UK
6900605;United Kingdom;2007/08/10;Argo UK
4900068;United Kingdom;2001/01/15;Argo UK
6900197;United Kingdom;2001/11/14;Argo UK
6900198;United Kingdom;2001/12/04;Argo UK
6900199;United Kingdom;2002/05/03;Argo UK
4900066;United Kingdom;2001/01/15;Argo UK
4900067;United Kingdom;2001/01/15;Argo UK
2900032;Japan;2000/03/21;Argo JAMSTEC
2900033;Japan;2000/03/21;Argo JAMSTEC
2900055;Japan;2001/06/13;Argo JAMSTEC
2900034;Japan;2000/10/21;Argo JAMSTEC
2900035;Japan;2000/10/21;Argo JAMSTEC
2900094;United States;2002/07/12;Argo eq. NAVOCEANO
2900092;United States;2002/07/12;Argo eq. NAVOCEANO
2900093;United States;2002/07/12;Argo eq. NAVOCEANO
3900050;United States;2001/03/07;Argo SIO
5900047;United States;2000/12/06;Argo SIO
5900046;United States;2000/12/03;Argo SIO
5900085;United States;2001/07/14;Argo SIO
5900066;United States;2001/06/17;Argo SIO
5900067;United States;2001/06/21;Argo SIO
5900081;United States;2001/07/22;Argo SIO
5900082;United States;2001/07/12;Argo SIO
5900083;United States;2001/07/19;Argo SIO
5900080;United States;2001/07/18;Argo SIO
5900363;United States;2003/07/23;Argo SIO
5900077;United States;2001/07/17;Argo SIO
5900078;United States;2001/07/05;Argo SIO
5900079;United States;2001/07/15;Argo SIO
6900043;France;2001/04/05;Argo eq. POMME
6900042;France;2001/04/04;Argo eq. POMME
6900041;France;2000/09/26;Argo eq. POMME
6900039;France;2000/09/25;Argo eq. POMME
6900038;France;2000/09/24;Argo eq. POMME
6900040;France;2000/09/26;Coriolis
6900034;France;2000/09/20;Argo eq. POMME
6900035;France;2000/09/21;Argo eq. POMME
6900036;France;2000/09/22;Argo eq. POMME
6900037;France;2000/09/22;Argo eq. POMME
5900052;United States;2000/12/02;Argo SIO
3900051;United States;2001/03/10;Argo SIO
3900053;United States;2001/04/16;Argo SIO
5900023;United States;2000/06/22;Argo SIO
5900090;United States;2001/07/24;Argo SIO
5900091;United States;2001/07/26;Argo SIO
5900074;United States;2001/06/06;Argo SIO
3900048;United States;2001/02/26;Argo SIO
5900075;United States;2001/06/26;Argo SIO
5900050;United States;2000/12/01;Argo SIO
5900051;United States;2000/11/30;Argo SIO
5900054;United States;2001/02/25;Argo SIO
5900069;United States;2001/06/14;Argo SIO
5900053;United States;2001/02/24;Argo SIO
5900071;United States;2001/06/16;Argo SIO
3900420;United States;2005/09/12;Argo SIO
4900060;United States;2001/03/24;Argo SIO
5900073;United States;2001/06/09;Argo SIO
1900149;United States;2002/12/03;Argo UW
1900045;United States;2002/11/23;Argo UW
1900043;United States;2002/11/22;Argo UW
5300553;Australia;1999/10/12;Argo AUSTRALIA
6900032;France;2000/04/23;Argo eq. POMME
6900087;United States;2001/07/07;Argo eq. NAVOCEANO
6900088;United States;2001/07/07;Argo eq. NAVOCEANO
6900089;United States;2001/07/07;Argo eq. NAVOCEANO
6900091;United States;2001/07/07;Argo eq. NAVOCEANO
2900086;United States;2002/04/13;Argo eq. NAVOCEANO
2900089;United States;2002/04/14;Argo eq. NAVOCEANO
2900090;United States;2002/04/14;Argo eq. NAVOCEANO
2900091;United States;2002/04/14;Argo eq. NAVOCEANO
4900065;United Kingdom;2001/01/15;Argo UK
4900069;United States;2001/04/16;Argo UW
4900070;United States;2001/04/27;Argo UW
5300554;Australia;1999/10/13;Argo AUSTRALIA
5300555;Australia;1999/10/14;Argo AUSTRALIA
5300546;Australia;1999/10/15;Argo AUSTRALIA
5600510;Australia;2000/07/23;Argo AUSTRALIA
5300547;Australia;2000/07/24;Argo AUSTRALIA
5600501;Australia;2000/04/30;Argo AUSTRALIA
5600508;Australia;2000/04/29;Argo AUSTRALIA
5300548;Australia;2000/09/03;Argo AUSTRALIA
5600509;Australia;2000/07/22;Argo AUSTRALIA
4900137;United States;2001/05/18;Argo eq. PMEL
4900138;United States;2001/05/18;Argo eq. PMEL
4900139;United States;2001/05/18;Argo eq. PMEL
4900140;United States;2001/05/19;Argo eq. PMEL
4900141;United States;2001/06/03;Argo eq. PMEL
1300858;United States;1997/07/18;Argo eq. AOML
3100856;United States;1997/07/23;Argo eq. AOML
4900142;United States;2001/08/02;Argo eq. PMEL
4900143;United States;2001/08/03;Argo eq. PMEL
4900144;United States;2001/08/03;Argo eq. PMEL
4900145;United States;2001/07/27;Argo eq. PMEL
4900146;United States;2001/08/02;Argo eq. PMEL
6900127;France;2001/10/12;Coriolis
6900130;France;2001/10/23;Coriolis
6900128;France;2001/10/24;Coriolis
6900129;France;2001/10/20;Coriolis
6900016;Germany;1998/05/27;Argo eq. BSH
6900017;Germany;1998/05/25;Argo eq. BSH
6900018;Germany;1998/05/26;Argo eq. BSH
6900019;Germany;1999/07/04;Argo eq. BSH
6900020;Germany;1999/07/05;Argo eq. BSH
6900021;Germany;1999/07/01;Argo eq. BSH
6900047;France;2001/09/06;Argo eq. POMME
2900178;Japan;2002/01/11;Argo JAMSTEC
5900229;Japan;2002/07/31;Argo JAMSTEC
5900160;Japan;2002/01/25;Argo JAMSTEC
5900156;Japan;2002/01/10;Argo JAMSTEC
5900154;Japan;2002/01/24;Argo JAMSTEC
5900158;Japan;2002/01/28;Argo JAMSTEC
5900157;Japan;2002/01/10;Argo JAMSTEC
5900451;Japan;2002/01/29;Argo JAMSTEC
2900179;Japan;2002/01/13;Argo JAMSTEC
2900219;Japan;2002/07/15;Argo JAMSTEC
2900177;Japan;2002/07/12;Argo JAMSTEC
2900176;Japan;2002/01/12;Argo JAMSTEC
2900175;Japan;2002/01/12;Argo JAMSTEC
6900082;United Kingdom;2001/11/21;Argo UK eq.
6900086;United Kingdom;2002/05/08;Argo UK eq.
6900085;United Kingdom;2002/05/07;Argo UK eq.
6900084;United Kingdom;2002/05/05;Argo UK eq.
6900083;United Kingdom;2001/11/22;Argo UK eq.
2900027;Japan;1999/11/21;Argo eq. SAGE
4900154;United States;2001/09/22;Argo WHOI
1900035;United States;2001/09/23;Argo WHOI
2900002;Japan;1998/05/08;Argo eq. SAGE
1900769;United States;2007/05/19;Argo WHOI
1900071;European Union;2002/03/22;Gyroscope
1900068;European Union;2002/03/21;Gyroscope
1900067;European Union;2002/03/09;Gyroscope
5901665;Australia;2008/08/03;Argo AUSTRALIA
4900362;United States;2003/04/21;Argo WHOI
4900179;United States;2002/02/21;Argo WHOI
4900131;Canada;2002/02/19;Argo CANADA
4900127;Canada;2002/02/17;Argo CANADA
4900123;Canada;2002/02/22;Argo CANADA
5900430;United States;2003/09/22;Argo SIO
3900109;United States;2003/09/24;Argo SIO
3900120;United States;2003/09/26;Argo SIO
5900406;United States;2003/09/07;Argo SIO
4900178;United States;2002/02/23;Argo WHOI
4900077;Canada;2001/10/19;Argo CANADA
4900075;Canada;2001/10/19;Argo CANADA
4900071;Canada;2001/10/15;Argo CANADA
5900364;United States;2003/07/25;Argo SIO
3900118;United States;2003/04/15;Argo SIO
4900334;United States;2003/04/02;Argo SIO
5900357;United States;2003/05/09;Argo SIO
5900234;United States;2002/12/03;Argo UW
5900236;United States;2002/12/08;Argo UW
5900237;United States;2002/12/08;Argo UW
1900048;United States;2002/11/24;Argo UW
1900148;United States;2002/12/04;Argo UW
2900099;United States;2002/12/01;Argo UW
4900098;United States;2002/06/02;Argo UW
4900100;United States;2002/08/29;Argo UW
5900231;United States;2002/08/30;Argo UW
4900285;United States;2002/08/16;Argo UW
3900068;United States;2003/01/24;Argo UW
5901048;United States;2005/10/28;Argo UW
5900323;United States;2003/02/21;Argo SIO
5900325;United States;2003/02/25;Argo SIO
5900213;United States;2003/02/02;Argo SIO
5900214;United States;2003/02/20;Argo SIO
5900216;United States;2003/02/20;Argo SIO
5900218;United States;2003/02/19;Argo SIO
4900279;United States;2002/09/16;Argo UW
3900334;United States;2005/11/07;Argo UW
5900126;United States;2001/12/18;Argo SIO
5900132;United States;2002/02/11;Argo SIO
2900102;United States;2003/09/11;Argo UW
5900257;United States;2003/03/11;Argo UW
4900313;United States;2003/01/29;Argo UW
3900060;United States;2001/10/04;Argo SIO
3900063;United States;2001/10/14;Argo SIO
4900152;United States;2001/09/12;Argo SIO
5900102;United States;2001/11/03;Argo SIO
5900115;United States;2001/11/09;Argo SIO
5900436;United States;2003/10/22;Argo SIO
3900214;United States;2004/03/03;Argo SIO
5900522;United States;2004/02/23;Argo SIO
5900524;United States;2004/02/24;Argo SIO
2900037;Japan;2001/01/22;Argo JMA
2900030;Japan;2000/01/31;Argo eq. SAGE
2900025;Japan;1999/11/21;Argo eq. SAGE
2900028;Japan;1999/11/21;Argo eq. SAGE
6900136;France;2004/06/13;Coriolis-CONGAS
5900116;United States;2001/09/14;Argo WHOI
5900141;Korea (Republic Of);2001/11/17;Argo NIMS/KMA
5900140;Korea (Republic Of);2001/11/17;Argo NIMS/KMA
4900158;United States;2001/12/11;Argo WHOI
4900159;United States;2001/12/12;Argo WHOI
1900034;United States;2001/09/21;Argo WHOI
1901126;Australia;2008/10/28;Argo AUSTRALIA
5901670;Australia;2008/11/03;Argo AUSTRALIA
6900102;United States;2004/12/06;Argo eq. NAVOCEANO
1900025;United States;2002/11/12;Argo eq. NAVOCEANO
2900180;Japan;2002/01/26;Argo JAMSTEC
4900126;Canada;2001/10/22;Argo CANADA
2900201;Korea (Republic Of);2001/10/13;Argo KIOST
6900205;Germany;2002/05/28;Argo eq. BSH
2900241;Japan;2002/10/04;Argo JAMSTEC
1900124;France;2003/01/05;Coriolis-FLOSTRAL
5900440;United States;2003/10/23;Argo SIO
5900438;United States;2003/11/07;Argo SIO
5900401;United States;2003/09/19;Argo SIO
3900121;United States;2003/09/28;Argo SIO
5900405;United States;2003/09/11;Argo SIO
5900404;United States;2003/09/08;Argo SIO
4900156;United States;2001/12/11;Argo WHOI
4900155;United States;2001/12/10;Argo WHOI
5900375;United States;2003/08/31;Argo SIO
5900376;United States;2003/09/02;Argo SIO
5900399;United States;2003/09/15;Argo SIO
5900369;United States;2003/08/02;Argo SIO
5900629;United States;2004/10/06;Argo SIO
4900332;United States;2003/03/30;Argo SIO
5900372;United States;2003/08/23;Argo SIO
1900056;United States;2002/11/30;Argo UW
4900284;United States;2002/09/17;Argo UW
5900253;United States;2003/03/09;Argo UW
4900280;United States;2002/09/18;Argo UW
4900275;United States;2002/09/16;Argo UW
5900322;United States;2003/02/21;Argo SIO
5900328;United States;2003/02/24;Argo SIO
5900211;United States;2003/01/31;Argo SIO
4900088;United States;2002/07/21;Argo UW
5900210;United States;2003/02/05;Argo SIO
5900757;United States;2005/05/01;Argo SIO
5900531;United States;2004/02/29;Argo SIO
5900249;United States;2003/01/20;Argo UW
5900421;United States;2003/07/14;Argo UW
5900422;United States;2003/07/15;Argo UW
5900525;United States;2004/02/25;Argo SIO
5900127;United States;2002/02/07;Argo SIO
3900062;United States;2001/10/13;Argo SIO
4900153;United States;2001/10/02;Argo SIO
3900212;United States;2004/03/02;Argo SIO
4900288;Japan;2002/07/06;Argo JAMSTEC
2900215;Japan;2002/07/04;Argo JAMSTEC
4900294;Japan;2002/07/08;Argo JAMSTEC
2900213;Japan;2002/07/02;Argo JAMSTEC
2900041;Japan;2001/04/29;Argo JMA
2900026;Japan;1999/11/21;Argo eq. SAGE
6900133;France;2004/06/12;Coriolis
6900135;France;2004/06/13;Coriolis-CONGAS
2900078;Japan;2001/05/28;Argo eq. SAGE
5900120;United States;2001/09/17;Argo WHOI
5900119;United States;2001/09/17;Argo WHOI
6900171;European Union;2002/06/14;Gyroscope
4900210;European Union;2002/03/16;Gyroscope
5901669;Australia;2008/10/29;Argo AUSTRALIA
5901664;Australia;2008/08/03;Argo AUSTRALIA
1900041;United States;2002/03/02;Argo WHOI
5901337;United States;2006/08/20;Argo UW
4900128;Canada;2002/02/17;Argo CANADA
1900165;United States;2003/01/08;Argo WHOI
5900165;Japan;2002/07/31;Argo JAMSTEC
1900123;France;2003/01/04;Coriolis-FLOSTRAL
5900435;United States;2003/11/08;Argo SIO
1900126;France;2003/01/06;Coriolis-FLOSTRAL
1900132;France;2003/01/14;Coriolis-FLOSTRAL
1900137;France;2003/01/17;Coriolis-FLOSTRAL
5900408;United States;2003/09/21;Argo SIO
5900429;United States;2003/08/30;Argo SIO
1900059;United States;2002/12/07;Argo WHOI
3900057;United States;2002/02/07;Argo WHOI
1900022;United States;2002/02/24;Argo WHOI
5900368;United States;2003/07/31;Argo SIO
5900365;United States;2003/07/26;Argo SIO
5900362;United States;2003/07/22;Argo SIO
3900107;United States;2003/04/08;Argo SIO
3900108;United States;2003/04/09;Argo SIO
3900119;United States;2003/04/19;Argo SIO
5900356;United States;2003/05/08;Argo SIO
5900354;United States;2003/02/27;Argo SIO
4900337;United States;2003/05/03;Argo SIO
5900239;United States;2002/12/09;Argo UW
2900101;United States;2002/12/02;Argo UW
4900094;United States;2002/08/29;Argo UW
4900286;United States;2002/09/16;Argo UW
4900306;United States;2002/09/17;Argo UW
5900263;United States;2003/03/27;Argo UW
1900052;United States;2002/11/28;Argo UW
4900277;United States;2002/09/14;Argo UW
3900347;United States;2005/11/09;Argo UW
4900092;United States;2002/07/20;Argo UW
5900212;United States;2003/02/03;Argo SIO
5900217;United States;2003/02/20;Argo SIO
5900123;United States;2001/12/14;Argo SIO
3900099;United States;2003/01/24;Argo UW
3900100;United States;2003/01/23;Argo UW
1900158;United States;2003/03/07;Argo UW
5900261;United States;2003/03/12;Argo UW
5900523;United States;2004/02/24;Argo SIO
3900059;United States;2001/10/03;Argo SIO
5900101;United States;2001/10/24;Argo SIO
5900109;New Zealand;2001/09/17;Argo NEW ZEALAND
3900210;United States;2004/03/01;Argo SIO
5900138;Korea (Republic Of);2001/11/16;Argo NIMS/KMA
4900291;Japan;2002/07/07;Argo JAMSTEC
2900039;Japan;2001/04/26;Argo JMA
2900007;Japan;1998/11/21;Argo eq. SAGE
1900033;United States;2001/09/21;Argo WHOI
1900038;United States;2001/12/09;Argo WHOI
4900212;European Union;2002/03/19;Gyroscope
1900076;European Union;2002/09/11;Gyroscope
6900169;European Union;2002/06/13;Gyroscope
1901124;Australia;2008/10/27;Argo AUSTRALIA
1901125;Australia;2008/10/27;Argo AUSTRALIA
1900027;United States;2002/11/12;Argo eq. NAVOCEANO
1900024;United States;2002/11/12;Argo eq. NAVOCEANO
5900167;Japan;2002/08/02;Argo JAMSTEC
5900163;Japan;2002/01/28;Argo JAMSTEC
4900081;Canada;2002/02/14;Argo CANADA
4900136;Canada;2002/06/26;Argo CANADA
4900134;Canada;2001/11/17;Argo CANADA
4900132;Canada;2001/10/21;Argo CANADA
1900163;United States;2003/01/03;Argo WHOI
1900125;France;2003/01/05;Coriolis-FLOSTRAL
1900057;United States;2002/11/03;Argo WHOI
1900036;United States;2001/12/08;Argo WHOI
4900072;Canada;2001/10/15;Argo CANADA
5900366;United States;2003/07/28;Argo SIO
4900333;United States;2003/03/31;Argo SIO
5900359;United States;2003/07/18;Argo SIO
4900340;United States;2003/05/06;Argo SIO
1900144;United States;2002/12/01;Argo UW
5900254;United States;2003/03/10;Argo UW
5900241;United States;2002/12/10;Argo UW
4900087;United States;2002/07/21;Argo UW
4900095;United States;2002/08/29;Argo UW
1900152;United States;2002/12/04;Argo UW
4900282;United States;2002/09/14;Argo UW
5901050;United States;2005/10/29;Argo UW
4900278;United States;2002/09/15;Argo UW
4900091;United States;2002/07/19;Argo UW
5900215;United States;2003/02/20;Argo SIO
1900051;United States;2002/11/26;Argo UW
3900095;United States;2003/01/25;Argo UW
5900250;United States;2003/01/21;Argo UW
5900258;United States;2003/03/11;Argo UW
5900100;United States;2001/10/16;Argo SIO
5900105;United States;2001/10/21;Argo SIO
5900107;United States;2001/11/02;Argo SIO
5900110;United States;2001/11/14;Argo SIO
5900441;United States;2003/10/26;Argo SIO
5900142;Korea (Republic Of);2001/11/18;Argo NIMS/KMA
2900171;Korea (Republic Of);2001/10/22;Argo NIMS/KMA
4900289;Japan;2002/07/06;Argo JAMSTEC
4900292;Japan;2002/07/08;Argo JAMSTEC
6900235;France;2004/12/04;Coriolis
2900008;Japan;1998/11/23;Argo eq. SAGE
2900000;Japan;1998/05/08;Argo eq. SAGE
2900001;Japan;1998/05/07;Argo eq. SAGE
2100852;Japan;1998/11/03;Argo eq. SAGE
2100851;Japan;1998/05/04;Argo eq. SAGE
1900039;United States;2001/12/09;Argo WHOI
6900173;European Union;2002/03/22;Gyroscope
4900209;European Union;2002/03/14;Gyroscope
5900168;Japan;2002/10/11;Argo JAMSTEC
5900164;Japan;2002/01/27;Argo JAMSTEC
4900114;Canada;2002/02/15;Argo CANADA
5901347;United States;2006/09/04;Argo UW
4900133;Canada;2001/10/30;Argo CANADA
4900121;Canada;2002/02/21;Argo CANADA
4900118;Canada;2002/02/19;Argo CANADA
3900076;Korea (Republic Of);2001/12/02;Argo KIOST
2900203;Korea (Republic Of);2001/10/12;Argo KIOST
6900203;Germany;2002/05/26;Argo eq. BSH
2900240;Japan;2002/10/04;Argo JAMSTEC
1900127;France;2003/01/06;Coriolis-FLOSTRAL
1900128;France;2003/01/07;Coriolis-FLOSTRAL
1900131;France;2003/01/11;Coriolis-FLOSTRAL
1900134;France;2003/01/16;Coriolis-FLOSTRAL
1900135;France;2003/01/16;Coriolis-FLOSTRAL
5900402;United States;2003/09/22;Argo SIO
3900144;United States;2003/10/03;Argo SIO
3900056;United States;2002/02/07;Argo WHOI
4900078;Canada;2001/10/20;Argo CANADA
2900193;Canada;2001/12/22;Argo CANADA
4900076;Canada;2001/10/19;Argo CANADA
5900367;United States;2003/07/29;Argo SIO
4900330;United States;2003/03/28;Argo SIO
3900106;United States;2003/04/07;Argo SIO
5900360;United States;2003/07/19;Argo SIO
4900338;United States;2003/05/04;Argo SIO
1900145;United States;2002/12/02;Argo UW
4900096;United States;2002/08/27;Argo UW
5900233;United States;2002/08/31;Argo UW
4900099;United States;2002/08/28;Argo UW
4900093;United States;2002/08/29;Argo UW
4900287;United States;2002/09/17;Argo UW
4900315;United States;2003/01/28;Argo UW
4900086;United States;2002/07/20;Argo UW
5900124;United States;2001/12/15;Argo SIO
5900121;United States;2001/12/17;Argo SIO
5900251;United States;2003/01/21;Argo UW
1900044;United States;2002/11/22;Argo UW
5900129;United States;2002/02/06;Argo SIO
2900218;Japan;2002/07/05;Argo JAMSTEC
4900293;Japan;2002/07/08;Argo JAMSTEC
5900265;Japan;2002/10/09;Argo JAMSTEC
2900038;Japan;2001/04/25;Argo JMA
2900040;Japan;2001/04/29;Argo JMA
2900009;Japan;1998/11/23;Argo eq. SAGE
2900011;Japan;1999/05/03;Argo eq. SAGE
2900003;Japan;1998/05/04;Argo eq. SAGE
2900075;Japan;2001/05/26;Argo eq. SAGE
2900076;Japan;2001/05/26;Argo eq. SAGE
2900077;Japan;2001/05/31;Argo eq. SAGE
4900160;United States;2001/12/12;Argo WHOI
1900040;United States;2001/12/10;Argo WHOI
6900163;European Union;2002/05/06;Gyroscope
4900211;European Union;2002/03/17;Gyroscope
4900208;European Union;2002/03/12;Gyroscope
4900207;European Union;2002/03/11;Gyroscope
1900066;European Union;2002/03/08;Gyroscope
2900098;United States;2003/01/15;Argo eq. NAVOCEANO
4900227;Canada;2002/10/26;Argo CANADA
4900135;Canada;2001/11/01;Argo CANADA
4900130;Canada;2002/07/07;Argo CANADA
4900120;Canada;2002/02/16;Argo CANADA
2900202;Korea (Republic Of);2001/10/14;Argo KIOST
1900136;France;2003/01/17;Coriolis-FLOSTRAL
5900834;United States;2005/04/09;Argo SIO
5900361;United States;2003/07/20;Argo SIO
4900335;United States;2003/04/20;Argo SIO
4900339;United States;2003/05/05;Argo SIO
